key1,value1,key2,value2,displayValue1,largest_lrUnitNumber
32153,SLAPNO,535,OZALJ,"SLAPNO, OZALJ",1000
32154,SRAČAK,535,OZALJ,"SRAČAK, OZALJ",2000
32155,SVETIČKO HRAŠĆE,535,OZALJ,"SVETIČKO HRAŠĆE, OZALJ",2000
32156,TOMAŠNICA,535,OZALJ,"TOMAŠNICA, OZALJ",2000
32157,VRHOVAC,535,OZALJ,"VRHOVAC, OZALJ",2000
32158,ŽAKANJE,535,OZALJ,"ŽAKANJE, OZALJ",2000
32296,PODBREŽJE,535,OZALJ,"PODBREŽJE, OZALJ",1000
32326,ZALUKA,535,OZALJ,"ZALUKA, OZALJ",1000
231011,ZAJAČKO SELO,535,OZALJ,"ZAJAČKO SELO, OZALJ",2000
31655,PRIBANJCI,226,KARLOVAC,"PRIBANJCI, KARLOVAC",1000
31775,BANSKI KOVAČEVAC,226,KARLOVAC,"BANSKI KOVAČEVAC, KARLOVAC",2000
31776,BELAJ,226,KARLOVAC,"BELAJ, KARLOVAC",3000
31777,BOSILJEVO,226,KARLOVAC,"BOSILJEVO, KARLOVAC",1000
31778,BUDAČKA RIJEKA,226,KARLOVAC,"BUDAČKA RIJEKA, KARLOVAC",1000
31779,CEROVAC BARILOVIĆKI,226,KARLOVAC,"CEROVAC BARILOVIĆKI, KARLOVAC",2000
31780,DONJE MEKUŠJE,226,KARLOVAC,"DONJE MEKUŠJE, KARLOVAC",3000
31781,DONJI SJENIČAK,226,KARLOVAC,"DONJI SJENIČAK, KARLOVAC",2000
31782,DRAGANIĆ,226,KARLOVAC,"DRAGANIĆ, KARLOVAC",8000
31783,ERDELJ,226,KARLOVAC,"ERDELJ, KARLOVAC",2000
31784,GORNJE MEKUŠJE,226,KARLOVAC,"GORNJE MEKUŠJE, KARLOVAC",2000
31785,GORNJE STATIVE,226,KARLOVAC,"GORNJE STATIVE, KARLOVAC",2000
31787,HRSINA,226,KARLOVAC,"HRSINA, KARLOVAC",1000
31788,VELIKA JELSA,226,KARLOVAC,"VELIKA JELSA, KARLOVAC",3000
31790,KOSIJERSKO SELO,226,KARLOVAC,"KOSIJERSKO SELO, KARLOVAC",2000
31791,LADEŠIĆI,226,KARLOVAC,"LADEŠIĆI, KARLOVAC",1000
31792,LIPA,226,KARLOVAC,"LIPA, KARLOVAC",1000
31793,MATEŠKO SELO,226,KARLOVAC,"MATEŠKO SELO, KARLOVAC",1000
31794,MREŽNIČKI NOVAKI,226,KARLOVAC,"MREŽNIČKI NOVAKI, KARLOVAC",2000
31795,MRZLJAKI,226,KARLOVAC,"MRZLJAKI, KARLOVAC",1000
31796,DONJE POKUPJE,226,KARLOVAC,"DONJE POKUPJE, KARLOVAC",2000
31797,POPOVIĆ BRDO,226,KARLOVAC,"POPOVIĆ BRDO, KARLOVAC",1000
31798,RADOČAJI,226,KARLOVAC,"RADOČAJI, KARLOVAC",1000
31799,SJENIČAK LASINJSKI,226,KARLOVAC,"SJENIČAK LASINJSKI, KARLOVAC",2000
31800,LEŠĆE,226,KARLOVAC,"LEŠĆE, KARLOVAC",1000
31802,UTINJA,226,KARLOVAC,"UTINJA, KARLOVAC",1000
31803,VINSKI VRH,226,KARLOVAC,"VINSKI VRH, KARLOVAC",2000
31804,CEROVAC VUKMANIČKI,226,KARLOVAC,"CEROVAC VUKMANIČKI, KARLOVAC",2000
31805,ZAGRAD,226,KARLOVAC,"ZAGRAD, KARLOVAC",1000
31806,ZIMIĆ,226,KARLOVAC,"ZIMIĆ, KARLOVAC",1000
31961,BANSKA SELNICA,226,KARLOVAC,"BANSKA SELNICA, KARLOVAC",1000
31962,BANSKI MORAVCI,226,KARLOVAC,"BANSKI MORAVCI, KARLOVAC",1000
31963,BARILOVIĆ,226,KARLOVAC,"BARILOVIĆ, KARLOVAC",3000
31964,NOVO SELO BOSILJEVSKO,226,KARLOVAC,"NOVO SELO BOSILJEVSKO, KARLOVAC",1000
31965,BRAJAKOVO BRDO,226,KARLOVAC,"BRAJAKOVO BRDO, KARLOVAC",2000
31966,BUKOVLJE,226,KARLOVAC,"BUKOVLJE, KARLOVAC",1000
31967,BURIĆ SELO,226,KARLOVAC,"BURIĆ SELO, KARLOVAC",1000
31968,DESNI ŠTEFANKI,226,KARLOVAC,"DESNI ŠTEFANKI, KARLOVAC",1000
31969,DESNO SREDIČKO,226,KARLOVAC,"DESNO SREDIČKO, KARLOVAC",1000
31970,DONJI BUDAČKI,226,KARLOVAC,"DONJI BUDAČKI, KARLOVAC",1000
31971,DONJI SKRAD,226,KARLOVAC,"DONJI SKRAD, KARLOVAC",1000
31972,DUGA RESA,226,KARLOVAC,"DUGA RESA, KARLOVAC",3000
31973,GENERALSKI STOL,226,KARLOVAC,"GENERALSKI STOL, KARLOVAC",2000
31974,GLAVICA,226,KARLOVAC,"GLAVICA, KARLOVAC",1000
31975,GORNJE PRILIŠĆE,226,KARLOVAC,"GORNJE PRILIŠĆE, KARLOVAC",1000
31976,GORNJI BUDAČKI,226,KARLOVAC,"GORNJI BUDAČKI, KARLOVAC",1000
31977,GORNJI SJENIČAK,226,KARLOVAC,"GORNJI SJENIČAK, KARLOVAC",2000
31978,GORNJI ZVEČAJ,226,KARLOVAC,"GORNJI ZVEČAJ, KARLOVAC",2000
31979,GRABRK,226,KARLOVAC,"GRABRK, KARLOVAC",1000
31980,KAMENSKO,226,KARLOVAC,"KAMENSKO, KARLOVAC",2000
31982,KORENIĆ BRDO,226,KARLOVAC,"KORENIĆ BRDO, KARLOVAC",1000
31983,KOZALJ VRH,226,KARLOVAC,"KOZALJ VRH, KARLOVAC",1000
31984,LASINJA,226,KARLOVAC,"LASINJA, KARLOVAC",3000
31985,LIŠNICA,226,KARLOVAC,"LIŠNICA, KARLOVAC",1000
32039,BOSILJEVAČKI POTOK,226,KARLOVAC,"BOSILJEVAČKI POTOK, KARLOVAC",1000
32040,DONJI ZVEČAJ,226,KARLOVAC,"DONJI ZVEČAJ, KARLOVAC",2000
32041,JARČE POLJE,226,KARLOVAC,"JARČE POLJE, KARLOVAC",1000
32042,MALETIĆI,226,KARLOVAC,"MALETIĆI, KARLOVAC",2000
32043,POLJANA VOJNIĆKA,226,KARLOVAC,"POLJANA VOJNIĆKA, KARLOVAC",1000
32274,MODRUŠ POTOK,226,KARLOVAC,"MODRUŠ POTOK, KARLOVAC",2000
32286,MAHIČNO,226,KARLOVAC,"MAHIČNO, KARLOVAC",3000
32343,KRNJAK,226,KARLOVAC,"KRNJAK, KARLOVAC",1000
32344,ZAGRADCI,226,KARLOVAC,"ZAGRADCI, KARLOVAC",1000
32455,MRAČIN,226,KARLOVAC,"MRAČIN, KARLOVAC",1000
32456,MRZLO POLJE MREŽNIČKO,226,KARLOVAC,"MRZLO POLJE MREŽNIČKO, KARLOVAC",3000
32457,PIŠČETKE,226,KARLOVAC,"PIŠČETKE, KARLOVAC",1000
32458,PODREBAR,226,KARLOVAC,"PODREBAR, KARLOVAC",1000
32459,BLATNICA POKUPSKA,226,KARLOVAC,"BLATNICA POKUPSKA, KARLOVAC",2000
32460,LUKA POKUPSKA,226,KARLOVAC,"LUKA POKUPSKA, KARLOVAC",2000
32461,REČICA,226,KARLOVAC,"REČICA, KARLOVAC",2000
32462,ROSOPAJNIK,226,KARLOVAC,"ROSOPAJNIK, KARLOVAC",2000
32464,ŠIŠLJAVIĆ,226,KARLOVAC,"ŠIŠLJAVIĆ, KARLOVAC",2000
32465,TREBINJA,226,KARLOVAC,"TREBINJA, KARLOVAC",1000
32466,TUŠILOVIĆ,226,KARLOVAC,"TUŠILOVIĆ, KARLOVAC",2000
32467,UMOL,226,KARLOVAC,"UMOL, KARLOVAC",1000
32468,VELIKA CRKVINA,226,KARLOVAC,"VELIKA CRKVINA, KARLOVAC",1000
32469,VUKMANIĆ,226,KARLOVAC,"VUKMANIĆ, KARLOVAC",1000
32470,VUKOVA GORICA,226,KARLOVAC,"VUKOVA GORICA, KARLOVAC",1000
32471,ZADOBARJE,226,KARLOVAC,"ZADOBARJE, KARLOVAC",2000
32472,ŽUBRINCI,226,KARLOVAC,"ŽUBRINCI, KARLOVAC",1000
34052,PERJASICA,226,KARLOVAC,"PERJASICA, KARLOVAC",4000
34053,OTOK NA DOBRI,226,KARLOVAC,"OTOK NA DOBRI, KARLOVAC",4000
34056,KORANSKO SELO,226,KARLOVAC,"KORANSKO SELO, KARLOVAC",2000
34059,SVOJIĆ,226,KARLOVAC,"SVOJIĆ, KARLOVAC",2000
231981,KARLOVAC II,226,KARLOVAC,"KARLOVAC II, KARLOVAC",10000
233065,DUGA RESA 2,226,KARLOVAC,"DUGA RESA 2, KARLOVAC",5000
250021,TURANJ,226,KARLOVAC,"TURANJ, KARLOVAC",5000
231789,KARLOVAC I,226,KARLOVAC,"KARLOVAC I, KARLOVAC",4000
250171,MALA ŠVARČA 1,226,KARLOVAC,"MALA ŠVARČA 1, KARLOVAC",2000
234057,MREŽNICA,226,KARLOVAC,"MREŽNICA, KARLOVAC",1000
232463,SKAKAVAC,226,KARLOVAC,"SKAKAVAC, KARLOVAC",3000
231786,GORNJI SKRAD,226,KARLOVAC,"GORNJI SKRAD, KARLOVAC",1000
250243,MALA ŠVARČA,226,KARLOVAC,"MALA ŠVARČA, KARLOVAC",1000
234054,ZAGORJE,226,KARLOVAC,"ZAGORJE, KARLOVAC",4000
234058,POLOJ,226,KARLOVAC,"POLOJ, KARLOVAC",2000
234055,VODENA DRAGA,226,KARLOVAC,"VODENA DRAGA, KARLOVAC",6000
21382,MOLVE,639,ĐURĐEVAC,"MOLVE, ĐURĐEVAC",8000
21383,KALINOVAC,639,ĐURĐEVAC,"KALINOVAC, ĐURĐEVAC",6000
21384,SVETA ANA,639,ĐURĐEVAC,"SVETA ANA, ĐURĐEVAC",1000
21385,BUDANČEVICA,639,ĐURĐEVAC,"BUDANČEVICA, ĐURĐEVAC",2000
21386,KOZAREVAC,639,ĐURĐEVAC,"KOZAREVAC, ĐURĐEVAC",3000
21387,MIČETINAC,639,ĐURĐEVAC,"MIČETINAC, ĐURĐEVAC",2000
21388,SUHA KATALENA,639,ĐURĐEVAC,"SUHA KATALENA, ĐURĐEVAC",3000
21389,SIROVA KATALENA,639,ĐURĐEVAC,"SIROVA KATALENA, ĐURĐEVAC",2000
21390,HAMPOVICA,639,ĐURĐEVAC,"HAMPOVICA, ĐURĐEVAC",2000
21391,ĐURĐEVAC,639,ĐURĐEVAC,"ĐURĐEVAC, ĐURĐEVAC",12000
21392,VIRJE,639,ĐURĐEVAC,"VIRJE, ĐURĐEVAC",17000
21393,KLOŠTAR PODRAVSKI,639,ĐURĐEVAC,"KLOŠTAR PODRAVSKI, ĐURĐEVAC",4000
21394,FERDINANDOVAC,639,ĐURĐEVAC,"FERDINANDOVAC, ĐURĐEVAC",4000
21395,MIHOLJANEC,639,ĐURĐEVAC,"MIHOLJANEC, ĐURĐEVAC",2000
21396,ŠEMOVCI,639,ĐURĐEVAC,"ŠEMOVCI, ĐURĐEVAC",3000
21397,ČEPELOVAC,639,ĐURĐEVAC,"ČEPELOVAC, ĐURĐEVAC",3000
21398,BUDROVAC,639,ĐURĐEVAC,"BUDROVAC, ĐURĐEVAC",3000
21399,PRUGOVAC,639,ĐURĐEVAC,"PRUGOVAC, ĐURĐEVAC",3000
221400,PODRAVSKE SESVETE,639,ĐURĐEVAC,"PODRAVSKE SESVETE, ĐURĐEVAC",3000
250111,ĐURĐEVAC I,639,ĐURĐEVAC,"ĐURĐEVAC I, ĐURĐEVAC",5000
250166,ĐURĐEVAC III,639,ĐURĐEVAC,"ĐURĐEVAC III, ĐURĐEVAC",2000
221380,SEVEROVCI,639,ĐURĐEVAC,"SEVEROVCI, ĐURĐEVAC",3000
21321,KOPRIVNICA,228,KOPRIVNICA,"KOPRIVNICA, KOPRIVNICA",17000
21323,BOTINOVAC,228,KOPRIVNICA,"BOTINOVAC, KOPRIVNICA",3000
21324,BOTOVO,228,KOPRIVNICA,"BOTOVO, KOPRIVNICA",1000
21325,BRANJSKA,228,KOPRIVNICA,"BRANJSKA, KOPRIVNICA",1000
21326,ĐELEKOVEC,228,KOPRIVNICA,"ĐELEKOVEC, KOPRIVNICA",4000
21327,VELIKI OTOK,228,KOPRIVNICA,"VELIKI OTOK, KOPRIVNICA",3000
21328,DELOVI,228,KOPRIVNICA,"DELOVI, KOPRIVNICA",3000
21329,DRNJE,228,KOPRIVNICA,"DRNJE, KOPRIVNICA",4000
21330,DUGA RIJEKA,228,KOPRIVNICA,"DUGA RIJEKA, KOPRIVNICA",2000
21331,GLOGOVAC,228,KOPRIVNICA,"GLOGOVAC, KOPRIVNICA",3000
21333,GORICA,228,KOPRIVNICA,"GORICA, KOPRIVNICA",2000
21334,GOTALOVO,228,KOPRIVNICA,"GOTALOVO, KOPRIVNICA",2000
21336,HLEBINE,228,KOPRIVNICA,"HLEBINE, KOPRIVNICA",6000
21337,HUDOVLJANI,228,KOPRIVNICA,"HUDOVLJANI, KOPRIVNICA",3000
21338,IMBRIOVEC,228,KOPRIVNICA,"IMBRIOVEC, KOPRIVNICA",3000
21339,JAGNJEDOVEC,228,KOPRIVNICA,"JAGNJEDOVEC, KOPRIVNICA",5000
21340,JAVOROVAC,228,KOPRIVNICA,"JAVOROVAC, KOPRIVNICA",2000
21341,KOLEDINEC,228,KOPRIVNICA,"KOLEDINEC, KOPRIVNICA",2000
21344,KUTNJAK,228,KOPRIVNICA,"KUTNJAK, KOPRIVNICA",3000
21345,KUZMINEC,228,KOPRIVNICA,"KUZMINEC, KOPRIVNICA",2000
21346,LEPAVINA,228,KOPRIVNICA,"LEPAVINA, KOPRIVNICA",1000
21347,MALA MUČNA,228,KOPRIVNICA,"MALA MUČNA, KOPRIVNICA",2000
21348,NOVAČKA,228,KOPRIVNICA,"NOVAČKA, KOPRIVNICA",2000
21349,NOVIGRAD PODRAVSKI,228,KOPRIVNICA,"NOVIGRAD PODRAVSKI, KOPRIVNICA",7000
21350,PETERANEC,228,KOPRIVNICA,"PETERANEC, KOPRIVNICA",6000
21351,PLAVŠINAC,228,KOPRIVNICA,"PLAVŠINAC, KOPRIVNICA",3000
21352,SELNICA PODRAVSKA,228,KOPRIVNICA,"SELNICA PODRAVSKA, KOPRIVNICA",2000
21353,PRKOS,228,KOPRIVNICA,"PRKOS, KOPRIVNICA",3000
21354,RASINJA,228,KOPRIVNICA,"RASINJA, KOPRIVNICA",6000
21356,SIGETEC,228,KOPRIVNICA,"SIGETEC, KOPRIVNICA",6000
21357,SOKOLOVAC,228,KOPRIVNICA,"SOKOLOVAC, KOPRIVNICA",2000
21358,SRIJEM,228,KOPRIVNICA,"SRIJEM, KOPRIVNICA",2000
21359,SUBOTICA PODRAVSKA,228,KOPRIVNICA,"SUBOTICA PODRAVSKA, KOPRIVNICA",3000
21360,TORČEC,228,KOPRIVNICA,"TORČEC, KOPRIVNICA",3000
21361,VELIKA MUČNA,228,KOPRIVNICA,"VELIKA MUČNA, KOPRIVNICA",2000
21362,VELIKI GRABIČANI,228,KOPRIVNICA,"VELIKI GRABIČANI, KOPRIVNICA",2000
21363,VELIKI POGANAC,228,KOPRIVNICA,"VELIKI POGANAC, KOPRIVNICA",2000
21364,ZABLATJE,228,KOPRIVNICA,"ZABLATJE, KOPRIVNICA",2000
21365,ŽDALA,228,KOPRIVNICA,"ŽDALA, KOPRIVNICA",3000
221420,LEGRAD,228,KOPRIVNICA,"LEGRAD, KOPRIVNICA",6000
221421,REKA,228,KOPRIVNICA,"REKA, KOPRIVNICA",3000
221960,KUNOVEC BREG,228,KOPRIVNICA,"KUNOVEC BREG, KOPRIVNICA",3000
250039,KOPRIVNIČKI IVANEC,228,KOPRIVNICA,"KOPRIVNIČKI IVANEC, KOPRIVNICA",4000
250104,KUNOVEC,228,KOPRIVNICA,"KUNOVEC, KOPRIVNICA",4000
250106,HEREŠIN,228,KOPRIVNICA,"HEREŠIN, KOPRIVNICA",1000
221366,JAGNJEDOVEC-GRAD,228,KOPRIVNICA,"JAGNJEDOVEC-GRAD, KOPRIVNICA",4000
221940,BAKOVČICA,228,KOPRIVNICA,"BAKOVČICA, KOPRIVNICA",1000
221367,GOLA,228,KOPRIVNICA,"GOLA, KOPRIVNICA",4000
250143,SUBOTICA PODRAVSKA NOVA,228,KOPRIVNICA,"SUBOTICA PODRAVSKA NOVA, KOPRIVNICA",3000
221320,KOPRIVNIČKI BREGI,228,KOPRIVNICA,"KOPRIVNIČKI BREGI, KOPRIVNICA",4000
250176,GORICA NOVA,228,KOPRIVNICA,"GORICA NOVA, KOPRIVNICA",2000
31665,ČAIRE,233,KUTINA,"ČAIRE, KUTINA",1000
31666,JANJA LIPA,233,KUTINA,"JANJA LIPA, KUTINA",2000
31667,MIKLEUŠKA,233,KUTINA,"MIKLEUŠKA, KUTINA",2000
31668,ZBJEGOVAČA,233,KUTINA,"ZBJEGOVAČA, KUTINA",2000
31996,ILOVA,233,KUTINA,"ILOVA, KUTINA",2000
31997,POPOVAČA,233,KUTINA,"POPOVAČA, KUTINA",4000
31131,BANOVA JARUGA,233,KUTINA,"BANOVA JARUGA, KUTINA",1000
31132,BATINA,233,KUTINA,"BATINA, KUTINA",1000
31133,GORNJA JELENSKA,233,KUTINA,"GORNJA JELENSKA, KUTINA",4000
31134,GRABROV POTOK,233,KUTINA,"GRABROV POTOK, KUTINA",2000
31135,HUSAIN,233,KUTINA,"HUSAIN, KUTINA",2000
31136,JAMARICA,233,KUTINA,"JAMARICA, KUTINA",2000
31137,KATOLIČKO SELIŠĆE,233,KUTINA,"KATOLIČKO SELIŠĆE, KUTINA",3000
31138,KUTINA,233,KUTINA,"KUTINA, KUTINA",9000
31139,KUTINICA,233,KUTINA,"KUTINICA, KUTINA",1000
31141,MEĐURIĆ,233,KUTINA,"MEĐURIĆ, KUTINA",1000
31142,OKOLI,233,KUTINA,"OKOLI, KUTINA",1000
31144,RUŠKOVICA,233,KUTINA,"RUŠKOVICA, KUTINA",2000
31145,STRUŽEC,233,KUTINA,"STRUŽEC, KUTINA",2000
31146,ŠARTOVAC,233,KUTINA,"ŠARTOVAC, KUTINA",2000
31147,VIDRENJAK,233,KUTINA,"VIDRENJAK, KUTINA",2000
32260,OSEKOVO,233,KUTINA,"OSEKOVO, KUTINA",2000
32261,REPUŠNICA,233,KUTINA,"REPUŠNICA, KUTINA",3000
32262,SELIŠTE,233,KUTINA,"SELIŠTE, KUTINA",3000
32263,STUPOVAČA,233,KUTINA,"STUPOVAČA, KUTINA",2000
32264,VOLODER,233,KUTINA,"VOLODER, KUTINA",5000
32335,GRAČENICA,233,KUTINA,"GRAČENICA, KUTINA",4000
231143,POTOK,233,KUTINA,"POTOK, KUTINA",4000
231140,LUDINA,233,KUTINA,"LUDINA, KUTINA",8000
31998,GOLEŠI,549,NOVSKA,"GOLEŠI, NOVSKA",1000
31999,KRALJEVA VELIKA,549,NOVSKA,"KRALJEVA VELIKA, NOVSKA",2000
32001,SUBOCKA,549,NOVSKA,"SUBOCKA, NOVSKA",3000
30691,BRESTAČA,549,NOVSKA,"BRESTAČA, NOVSKA",2000
30692,KRIVAJ,549,NOVSKA,"KRIVAJ, NOVSKA",1000
31148,BOROVAC,549,NOVSKA,"BOROVAC, NOVSKA",2000
31150,RAJIĆ GORNJI,549,NOVSKA,"RAJIĆ GORNJI, NOVSKA",2000
31151,JASENOVAC,549,NOVSKA,"JASENOVAC, NOVSKA",3000
31153,KOZARICE,549,NOVSKA,"KOZARICE, NOVSKA",2000
31155,LIPOVLJANI,549,NOVSKA,"LIPOVLJANI, NOVSKA",4000
31156,LOVSKA,549,NOVSKA,"LOVSKA, NOVSKA",1000
31157,NOVI GRABOVAC,549,NOVSKA,"NOVI GRABOVAC, NOVSKA",1000
31158,PAKLENICA,549,NOVSKA,"PAKLENICA, NOVSKA",2000
31159,PLESMO,549,NOVSKA,"PLESMO, NOVSKA",1000
31160,PUSKA,549,NOVSKA,"PUSKA, NOVSKA",1000
31161,STARI GRABOVAC,549,NOVSKA,"STARI GRABOVAC, NOVSKA",1000
31162,UŠTICA,549,NOVSKA,"UŠTICA, NOVSKA",2000
31582,RAJIĆ DONJI,549,NOVSKA,"RAJIĆ DONJI, NOVSKA",1000
31583,JABLANAC,549,NOVSKA,"JABLANAC, NOVSKA",1000
31584,KOŠUTARICA,549,NOVSKA,"KOŠUTARICA, NOVSKA",1000
31586,MLAKA,549,NOVSKA,"MLAKA, NOVSKA",1000
31587,PILJENICE,549,NOVSKA,"PILJENICE, NOVSKA",1000
31588,ROŽDANIK,549,NOVSKA,"ROŽDANIK, NOVSKA",1000
250080,NOVSKA,549,NOVSKA,"NOVSKA, NOVSKA",6000
233008,BROČICE,549,NOVSKA,"BROČICE, NOVSKA",2000
230693,SUBOCKI GRAD,549,NOVSKA,"SUBOCKI GRAD, NOVSKA",1000
231154,KRAPJE,549,NOVSKA,"KRAPJE, NOVSKA",1000
231149,DRENOV BOK,549,NOVSKA,"DRENOV BOK, NOVSKA",1000
231589,VOĆARICA,549,NOVSKA,"VOĆARICA, NOVSKA",1000
231585,KRIČKE,549,NOVSKA,"KRIČKE, NOVSKA",1000
231152,JAZAVICA,549,NOVSKA,"JAZAVICA, NOVSKA",2000
30001,BRELA,236,MAKARSKA,"BRELA, MAKARSKA",9000
30002,DRAŠNICE,236,MAKARSKA,"DRAŠNICE, MAKARSKA",7000
30003,MAKARSKA-MAKAR,236,MAKARSKA,"MAKARSKA-MAKAR, MAKARSKA",12000
30004,PODGORA,236,MAKARSKA,"PODGORA, MAKARSKA",11000
30005,ZAOSTROG,236,MAKARSKA,"ZAOSTROG, MAKARSKA",4000
31646,GRADAC,236,MAKARSKA,"GRADAC, MAKARSKA",11000
31765,KOTIŠINA,236,MAKARSKA,"KOTIŠINA, MAKARSKA",6000
32004,VELIKO BRDO,236,MAKARSKA,"VELIKO BRDO, MAKARSKA",6000
31177,BAST-BAŠKA VODA,236,MAKARSKA,"BAST-BAŠKA VODA, MAKARSKA",12000
31178,BRIST,236,MAKARSKA,"BRIST, MAKARSKA",5000
31179,DRVENIK,236,MAKARSKA,"DRVENIK, MAKARSKA",3000
31180,IGRANE,236,MAKARSKA,"IGRANE, MAKARSKA",4000
31483,PODACA,236,MAKARSKA,"PODACA, MAKARSKA",8000
31484,TUČEPI,236,MAKARSKA,"TUČEPI, MAKARSKA",11000
31485,ŽIVOGOŠĆE,236,MAKARSKA,"ŽIVOGOŠĆE, MAKARSKA",5000
31670,POLJICA,222,IMOTSKI,"POLJICA, IMOTSKI",2000
31767,BIORINE,222,IMOTSKI,"BIORINE, IMOTSKI",1000
31768,IMOTSKI-GLAVINA,222,IMOTSKI,"IMOTSKI-GLAVINA, IMOTSKI",4000
31769,MEDOVDOLAC,222,IMOTSKI,"MEDOVDOLAC, IMOTSKI",1000
31770,PODBABLJE,222,IMOTSKI,"PODBABLJE, IMOTSKI",4000
31771,RIČICE,222,IMOTSKI,"RIČICE, IMOTSKI",1000
31772,SLIVNO,222,IMOTSKI,"SLIVNO, IMOTSKI",1000
31773,SVIB,222,IMOTSKI,"SVIB, IMOTSKI",1000
31774,ŽUPA,222,IMOTSKI,"ŽUPA, IMOTSKI",1000
31952,DOBRANJE,222,IMOTSKI,"DOBRANJE, IMOTSKI",1000
31953,ARŽANO,222,IMOTSKI,"ARŽANO, IMOTSKI",1000
31954,CISTA,222,IMOTSKI,"CISTA, IMOTSKI",1000
31955,KRSTATICE,222,IMOTSKI,"KRSTATICE, IMOTSKI",1000
31956,OPANCI,222,IMOTSKI,"OPANCI, IMOTSKI",1000
31957,PROLOŽAC,222,IMOTSKI,"PROLOŽAC, IMOTSKI",2000
31958,RUNOVIĆ,222,IMOTSKI,"RUNOVIĆ, IMOTSKI",4000
31959,STUDENCI,222,IMOTSKI,"STUDENCI, IMOTSKI",2000
31960,VINJANI,222,IMOTSKI,"VINJANI, IMOTSKI",3000
32038,LOVREĆ,222,IMOTSKI,"LOVREĆ, IMOTSKI",1000
50063,POSTRANJE,222,IMOTSKI,"POSTRANJE, IMOTSKI",0
250218,LOKVIČIĆ,222,IMOTSKI,"LOKVIČIĆ, IMOTSKI",1000
250234,ZAGVOZD,222,IMOTSKI,"ZAGVOZD, IMOTSKI",2000
30014,DOBRANJE,238,METKOVIĆ,"DOBRANJE, METKOVIĆ",1000
30015,VID,238,METKOVIĆ,"VID, METKOVIĆ",2000
32007,RAVČA,238,METKOVIĆ,"RAVČA, METKOVIĆ",2000
31497,DESNE,238,METKOVIĆ,"DESNE, METKOVIĆ",2000
31498,METKOVIĆ,238,METKOVIĆ,"METKOVIĆ, METKOVIĆ",8000
31499,OPUZEN,238,METKOVIĆ,"OPUZEN, METKOVIĆ",4000
31500,SLIVNO,238,METKOVIĆ,"SLIVNO, METKOVIĆ",4000
31501,VIDONJE,238,METKOVIĆ,"VIDONJE, METKOVIĆ",1000
31504,DRAGLJANE,238,METKOVIĆ,"DRAGLJANE, METKOVIĆ",1000
31505,ORAH,238,METKOVIĆ,"ORAH, METKOVIĆ",2000
31506,STILJA,238,METKOVIĆ,"STILJA, METKOVIĆ",1000
31507,ZAVOJANE,238,METKOVIĆ,"ZAVOJANE, METKOVIĆ",2000
31592,KOZICA,238,METKOVIĆ,"KOZICA, METKOVIĆ",1000
31593,VRGORAC,238,METKOVIĆ,"VRGORAC, METKOVIĆ",3000
32337,BOROVCI,238,METKOVIĆ,"BOROVCI, METKOVIĆ",1000
234063,OTRIĆ-SEOCI,238,METKOVIĆ,"OTRIĆ-SEOCI, METKOVIĆ",9000
234064,OPUZEN I,238,METKOVIĆ,"OPUZEN I, METKOVIĆ",4000
234065,OPUZEN II,238,METKOVIĆ,"OPUZEN II, METKOVIĆ",4000
234062,KOBILJAČA,238,METKOVIĆ,"KOBILJAČA, METKOVIĆ",3000
233064,PIŽINOVAC-LOVORJE,238,METKOVIĆ,"PIŽINOVAC-LOVORJE, METKOVIĆ",1000
250120,MIHALJ-OTOK-LUČINA,238,METKOVIĆ,"MIHALJ-OTOK-LUČINA, METKOVIĆ",2000
233063,VLAKA-TUŠTEVAC,238,METKOVIĆ,"VLAKA-TUŠTEVAC, METKOVIĆ",3000
231649,KRVAVAC II,238,METKOVIĆ,"KRVAVAC II, METKOVIĆ",2000
250150,KLEK,238,METKOVIĆ,"KLEK, METKOVIĆ",2000
250147,KOMARNA - DUBOKA,238,METKOVIĆ,"KOMARNA - DUBOKA, METKOVIĆ",2000
250159,DUBRAVICA-GLUŠCI,238,METKOVIĆ,"DUBRAVICA-GLUŠCI, METKOVIĆ",2000
250168,BLACE-TRN,238,METKOVIĆ,"BLACE-TRN, METKOVIĆ",2000
250142,DUSINA NOVA,238,METKOVIĆ,"DUSINA NOVA, METKOVIĆ",7000
250216,STRUGE,238,METKOVIĆ,"STRUGE, METKOVIĆ",1000
250208,RAŠĆANE,238,METKOVIĆ,"RAŠĆANE, METKOVIĆ",1000
250209,POLJICA KOZIČKA,238,METKOVIĆ,"POLJICA KOZIČKA, METKOVIĆ",1000
30971,KOMIN-STARI,554,PLOČE,"KOMIN-STARI, PLOČE",3000
31502,PASIČINA,554,PLOČE,"PASIČINA, PLOČE",1000
31503,PLOČE,554,PLOČE,"PLOČE, PLOČE",0
31590,BAĆINA,554,PLOČE,"BAĆINA, PLOČE",3000
231591,ROGOTIN,554,PLOČE,"ROGOTIN, PLOČE",2000
234060,KOMIN,554,PLOČE,"KOMIN, PLOČE",6000
31654,HARKANOVCI,275,VALPOVO,"HARKANOVCI, VALPOVO",1000
30913,BELIŠĆE,275,VALPOVO,"BELIŠĆE, VALPOVO",3000
30916,HABJANOVCI,275,VALPOVO,"HABJANOVCI, VALPOVO",2000
30919,SATNICA,275,VALPOVO,"SATNICA, VALPOVO",2000
